,Price,author,bookName,peapleNum,pubTime,publishing,score,level,hotlevel
278,9.20,曹禺,雷雨,36845,1999-05,人民文学出版社,8.6,B,A
279,29.50,(葡)若泽·萨拉马戈,失明症漫记,6378,2014-2,南海出版公司,9.0,B,C
280,37.00元,[俄] 列夫·托尔斯泰,安娜·卡列尼娜,5163,2007-8,上海文艺出版社,9.2,A,C
281,268.00元,兰陵笑笑生,金瓶梅,6361,1991,齐鲁出版社,8.7,B,C
282,48,[瑞典] 弗雷德里克·巴克曼,长长的回家路,757,2019-1,北京联合出版社,8.5,B,E
283,35.00元,莫言,蛙,8653,2012-10,上海文艺出版社,8.3,B,C
284,35.00元,余华,活着,3562,2017-6-1,北京十月文艺出版社,9.4,A,D
285,28.00元,[美] 杰克·凯鲁亚克,在路上,41737,2006-10,上海译文出版社,7.8,B,A
286,28.00元,王小波,红拂夜奔,21157,2005-1,江苏文艺出版社,8.6,B,B
287,18.00元,冯骥才,俗世奇人,10468,2008-12,作家出版社,8.5,B,C
288,68.00元,路遥,平凡的世界（全三册）,29835,2009-1,北京十月文艺出版社,9.1,A,B
289,28.00,[英] 维多利亚·希斯洛普,岛,33528,2009-4,南海出版公司,7.7,B,A
290,46.00元,白先勇,孽子,9369,2010.10,广西师范大学出版社,9.1,A,C
291,52.00元,[美] 戴维·伽特森,雪落香杉树,5952,2017-6,全本书店|作家出版社,8.4,B,C
292,68.00,[澳]马库斯·苏萨克,偷书贼,1111,2018-11-1,北京十月文艺出版社,9.1,A,E
293,38.00,毕飞宇,小说课,5580,2017-2,人民文学出版社,8.6,B,C
294,45.00元,黄国峻,度外,413,2019-1,后浪丨四川人民出版社,8.2,B,E
295,20.00元,[德] 帕·聚斯金德,香水,31608,2005-5,上海译文出版社,8.5,B,A
296,45.00元,[日] 村田沙耶香,人间便利店,5535,2018-4,湖南文艺出版社·向上文学品牌,7.7,B,C
297,68.00元,罗伯特·麦基,故事,6396,2014-9-1,天津人民出版社,9.2,A,C
298,28,[日]中岛敦,山月记,2939,2013-5,中华书局,8.8,B,D
299,0.25元,鲁迅,朝花夕拾,44554,1972年4月,人民文学出版社,8.7,B,A
300,23.00元,[日] 村上春树,世界尽头与冷酷仙境,31328,2002-12,上海译文出版社,8.6,B,A
301,68.00元,[美] 乔治·R. R. 马丁,冰与火之歌（卷一）,28085,2005-5,重庆出版社,9.3,A,B
302,20.00元,[日] 乙一,ZOO,28754,2007-10,当代世界出版社,8.6,B,B
303,320.00,阿耐,大江大河四部曲,3329,2018-6-30,北京联合出版公司,8.2,B,D
304,43.00元,林语堂,京华烟云,27729,2005-7,陕西师范大学出版社,8.5,B,B
305,42,李诞,冷场,4201,2018-11-20,四川文艺出版社,6.4,C,D
306,25.00元,[美] 卡森·麦卡勒斯,心是孤独的猎手,25910,2005-8,上海三联书店,8.5,B,B
307,32.00,刘慈欣,时间移民,7830,2014-12,江苏凤凰文艺出版社,8.4,B,C
308,18.50元,简•奥斯丁(Jane Austen),傲慢与偏见,8857,2010-6-1,译林出版社,9.0,B,C
309,30.00,[日] 东野圭吾,圣女的救济,25464,2009-5,当代世界出版社,7.7,B,B
310,42.00,[日]秋吉理香子,圣母,934,2019-3,新星出版社,8.1,B,E
311,20.00元,郭敬明,梦里花落知多少,155481,2003-11,春风文艺出版社,7.1,B,A
312,25.00元,余华,在细雨中呼喊,8080,2012-11-1,作家出版社,8.5,B,C
313,68.00,[德]温弗里德•塞巴尔德,奥斯特利茨,144,2019-3,广西师范大学出版社,9.2,A,E
314,68.00,[法] 乔治·佩雷克,人生拼图版,770,2017-12,中信出版集团,8.6,B,E
315,48,肖遥,AI迷航3,280,2019-3,上海文艺出版社,6.9,C,E
316,39.8,[瑞典] 弗雷德里克·巴克曼,一个叫欧维的男人决定去死,3428,2017-7-24,四川文艺出版社,9.2,A,D
317,56.00元,匪我思存,东宫,1378,2017-11-15,江苏凤凰文艺出版社,7.4,B,E
318,36.00元,(美)罗伯特·M.波西格,禅与摩托车维修艺术,11020,2011-9,重庆出版社,8.3,B,C
319,25.00元,[德] 赫尔曼·黑塞,德米安,9939,2009-3,上海人民出版社,9.0,B,C
320,28.00元,[日] 东野圭吾,新参者,22981,2011-9,南海出版公司,8.4,B,B
321,18.80元,王小波,一只特立独行的猪,46187,2006-4,北方文艺出版社,8.8,B,A
322,29.80元,江南,龙族Ⅱ,12857,2011-5,长江出版社,8.0,B,B
323,CNY 20.00,[加拿大] 阿利斯泰尔·麦克劳德,海风中失落的血色馈赠,5581,2015-6-1,上海世纪出版股份有限公司,9.0,B,C
324,39.00元,[美] 艾萨克·阿西莫夫,神们自己,13145,2014-12-1,江苏凤凰文艺出版社,8.4,B,B
325,38.00,静岛,不过神仙和没事妖怪,122,2019-5,广西师范大学出版社,6.8,C,E
326,13.50元,[日] 村上春树,国境以南 太阳以西,29508,2001-8,上海译文出版社,8.3,B,B
327,49.00元,[加拿大] 玛格丽特·阿特伍德,使女的故事,4126,2017-12,上海译文出版社,8.3,B,D
328,22.00元,[英] 阿加莎·克里斯蒂,尼罗河上的惨案,26397,2006-5,人民文学出版社,8.7,B,B
329,24.00,[日] 三岛由纪夫,金阁寺,15131,2009-1,上海译文出版社,8.6,B,B
330,29.60元,张爱玲,半生缘,6774,2012-6-1,北京十月文艺出版社,9.1,A,C
331,34.80元,囧囧有妖,君子报恩2,399,2018-3,民主与建设出版社,7.3,B,E
332,39.50元,[日] 村上春树,没有色彩的多崎作和他的巡礼之年,28437,2013-10-1,南海出版公司,8.2,B,B
333,55.00,未再,洁身自爱,334,2016-1-1,江苏凤凰文艺出版社,7.9,B,E
334,168.00元,刘慈欣,三体全集,14457,2012-1-1,重庆出版社,9.3,A,B
335,16.00,韩寒,三重门,103115,2000-5,作家出版社,7.4,B,A
336,42.8元,【英】克莱儿·麦克福尔,摆渡人2重返荒原,5332,2017-9,百花洲文艺出版社,6.3,C,C
337,28.00元,[英]阿加莎·克里斯蒂,罗杰疑案,9463,2013-3,新星出版社,9.1,A,C
338,48,[美]玛利亚·森普尔,伯纳黛特，你要去哪,1256,2018-11,中国友谊出版公司,8.0,B,E
339,12.00,福楼拜,包法利夫人,17901,2003-01,人民文学出版社,8.0,B,B
340,3.95元,汪曾祺,受戒,7218,1987-10,漓江出版社,9.2,A,C
341,69.90元,[英] 尼尔·盖曼,美国众神,5135,2017-4,北京联合出版公司,7.7,B,C
342,20.00元,九把刀,那些年，我们一起追的女孩,32539,2007-1,花山文艺出版社,8.2,B,A
343,18.00元,[美] 黄仁宇,万历十五年,97375,1997-5,生活·读书·新知三联书店,8.9,B,A
344,118.00元,阿耐,大江东去（共三部）,5053,2009-1,长江文艺出版社,8.9,B,D
345,45元,[英]乔乔·莫伊斯,一个人的巴黎,384,2019-2,浙江文艺出版社,7.5,B,E
346,45,[日] 东野圭吾,假面山庄,7143,2018-1,北京十月文艺出版社,7.6,B,C
347,13.00,阿城,棋王,17204,1999-10,作家出版社,8.7,B,B
348,39.8元,[英] 威廉·萨默塞特·毛姆,面纱,7571,2016-4-1,江西人民出版社,9.0,B,C
349,28,(法) 加缪,异乡人,13049,2015-2-1,北京大学出版社,9.0,B,B
350,59,那多,十九年间谋杀小叙,2603,2018-8-15,人民文学出版社,8.2,B,D
351,45.00元,刘震云,一句顶一万句,4324,2016-8,长江文艺出版社,8.9,B,D
352,36.00元,[美] 卡勒德·胡赛尼,群山回唱,15071,2013-8,上海人民出版社,8.4,B,B
353,22.00元,[美] 雷蒙德·卡佛,当我们谈论爱情时我们在谈论什么,37124,2010-1,译林出版社,7.8,B,A
354,48.00元,Priest,默读.2,2836,2018-6,北京联合出版公司,8.6,B,D
355,28.00元,三毛,梦里花落知多少,47216,2007-6,北京十月文艺出版社,8.8,B,A
356,22.0,纳训,一千零一夜,26387,2003-01,人民文学出版社,8.6,B,B
357,36.80元,江南,龙族Ⅲ,8539,2013-12,长江出版社,8.2,B,C
358,28.00,[日] 岛田庄司,占星术杀人魔法,24204,2008-9,新星出版社,8.3,B,B
359,28.00元,严歌苓,小姨多鹤,22342,2008-4,作家出版社,8.6,B,B
360,140.00元,Priest,有匪（全集）,3497,2017-10,湖南文艺出版社,8.9,B,D
361,59.6,[日] 东野圭吾,白夜行,4314,2017-7,南海出版公司,9.0,B,D
362,NT$250,湊佳苗、湊かなえ,告白,20966,2009-8,時報文化,8.6,B,B
363,15.00元,[日] 青山七惠,一个人的好天气,78192,2007-9,上海译文出版社,7.6,B,A
364,39.80元,[日] 东野圭吾,沉睡的人鱼之家,12423,2017-6,北京联合出版公司,7.2,B,B
365,39.80元,[日]渡边淳一,失乐园,16300,2014-6,北京联合出版公司,7.7,B,B
366,45.00元,[日] 东野圭吾,秘密,3280,2017-11,南海出版公司,8.0,B,D
367,45.00元,双雪涛,飞行家,4148,2017-8-1,理想国|广西师范大学出版社,8.2,B,D
368,42,[英]阿瑟·克拉克,与罗摩相会,2176,2018-6-15,江苏凤凰文艺出版社,8.8,B,D
369,58.00元,[美]李敏金,柏青哥,151,2019-1,江苏凤凰文艺出版社,8.5,B,E
370,328.00元,[美] 艾萨克·阿西莫夫,银河帝国：基地七部曲,2184,2015-10-1,江苏凤凰文艺出版社,9.5,A,D
371,NT330元,墨香铜臭,魔道祖師 一,15499,2016-12-8,平心工作室,8.0,B,B
372,68.00元,[英] 威廉·萨默塞特·毛姆,人性的枷锁,4460,2016-5,江西人民出版社,9.2,A,D
373,26.80元,天下霸唱,鬼吹灯之云南虫谷,30320,2006-11,安徽文艺出版社,8.0,B,B
374,45.00,[美]洪晃,张大小姐,1528,2018-11-1,浙江文艺出版社,6.4,C,E
375,23.00元,[俄] 陀思妥耶夫斯基,罪与罚,6542,2006-8,上海译文出版社,9.1,A,C
376,48.00元,Priest,默读.3,1920,2018-8,北京联合出版公司,8.6,B,E
377,25.00元,[英] 珍妮特·温特森,橘子不是唯一的水果,11700,2010-7,新星出版社,7.6,B,B
378,36.00元,[日] 村上春树,1Q84 BOOK 2,57447,2010-6,南海出版公司,8.4,B,A
379,25.00元,鲍鲸鲸,失恋33天,37404,2010-1,中信出版社,8.1,B,A
380,28,伊坂幸太郎,余生皆假期,13226,2015-2,新星出版社,7.8,B,B
381,NTD 350,陳浩基,13 67,1451,2014-6-9,皇冠,9.2,A,E
382,29.00元,[英]阿加莎·克里斯蒂,尼罗河上的惨案,8038,2013-9,新星出版社,8.6,B,C
383,35.00元,王小波,黄金时代,2482,2017-4,北京十月文艺出版社,8.9,B,D
384,29.80元,[美] 丹.布朗,天使与魔鬼,30849,2005-2,人民文学出版社,8.1,B,B
385,20.00元,匪我思存,来不及说我爱你,21763,2006-9,新世界出版社,8.1,B,B
386,25,priest,镇魂,9867,2013-7-4,晋江出版社,8.0,B,C
387,58.00,阿城,棋王·树王·孩子王,3629,2016-3-1,江苏文艺出版社,9.2,A,D
388,28.80,刘慈欣、Comis You 滴水工坊 制作漫画,全频带阻塞干扰,7053,2009-3,中国文联出版社,8.4,B,C
389,45.00元,[日]东野圭吾,流星之绊,4932,2016-6,南海出版公司,8.0,B,D
390,,郝景芳,北京折叠,1681,,,7.2,B,E
391,35.00元,胡迁,大裂,6352,2017-1-1,九州出版社,7.6,B,C
392,14.10,查尔斯・狄更斯,双城记,16156,1996-08,人民文学出版社,8.3,B,B
393,38.00元,[日]芥川龙之介,罗生门,3956,2017-8,江苏凤凰文艺出版社,8.5,B,D
394,49.80元,莫言,丰乳肥臀,9138,2003-09,中国工人出版社,8.0,B,C
395,13.00,[德]赫尔曼·黑塞,荒原狼,6802,2008-7,上海译文出版社,9.0,B,C
396,69.00元,[英] 毛姆,月亮与六便士,879,2019-4-15,江苏凤凰文艺出版社,9.2,A,E
397,16.00元,[意大利]伊塔洛·卡尔维诺,看不见的城市,30079,2006-8,译林出版社,8.8,B,B
398,68.00,[美] 约翰·欧文,独居的一年,8929,2017-8-1,读客图书·江苏凤凰文艺出版社,8.1,B,C
399,20.00元,（美）理查德·耶茨、Richard Yates,十一种孤独,17280,2010-1,上海译文出版社,8.2,B,B
400,49.50元,[日] 东野圭吾,黎明之街,3368,2018-3,南海出版公司,7.4,B,D
401,13.00元,[英] 乔治·奥威尔,一九八四,28305,2006-8,上海译文出版社,9.3,A,B
402,10.00元,王小波,白银时代,22349,1997-5,花城出版社,8.4,B,B
403,28.00元,都梁,亮剑,15091,2005-3,解放军文艺出版社,8.9,B,B
404,42.00元,马伯庸,古董局中局 4,8803,2015-12,北京联合出版公司,7.3,B,C
405,19.90元,刘慈欣,流浪地球,2154,2003-1-1,天海文化,8.2,B,D
406,42.00元,郭强生,断代,2485,2018-6,后浪丨民主与建设出版社,8.2,B,D
407,49.80元,阿耐,都挺好,351,2019-1,江苏凤凰文艺出版社,7.3,B,E
408,18.00元,曹文轩,草房子,10722,2009-6,江苏少年儿童出版社,9.0,B,C
409,168.00（全三册）,[英] 肯·福莱特,永恒的边缘,7065,2017-5,江苏凤凰文艺出版社,7.8,B,C
410,35.00元,[美] 海莲·汉芙,查令十字街84号,19254,2016-5,译林出版社,8.1,B,B
411,24.80,当年明月,明朝那些事儿（贰）,48474,2007-1,中国友谊出版公司,8.9,B,A
412,369.00元,孙皓晖,大秦帝国,10891,2008-5-1,河南文艺出版社,8.7,B,C
413,38.00元,刘慈欣,赡养人类,3345,2016-7,中国华侨出版社,8.5,B,D
414,45.00元,岩井俊二,情书,1555,2018-6-1,南海出版公司,9.0,B,E
415,78.00元,(俄罗斯)维克托·阿斯塔菲耶夫,鱼王,3004,2017-4,理想国 | 广西师范大学出版社,8.9,B,D
416,26.00元,阎真,沧浪之水,12210,2001-10,人民文学出版社,8.5,B,B
417,CNY 110.00,罗曼·罗兰,约翰·克里斯朵夫,528,2014-5-1,百花洲文艺出版社,9.0,B,E
418,20.00元,江南,九州·缥缈录,23583,2005-6,新世界出版社,8.8,B,B
419,36.8,姜之鱼,青梅七分甜,224,2018-6,广东旅游出版社,7.0,C,E
420,33.00元,[意] 翁贝托·埃科,玫瑰的名字,7305,2010-03,上海译文出版社,8.6,B,C
421,38.00元,[美] 约瑟夫·海勒,第二十二条军规,2024,2012-8-1,译林出版社,8.8,B,D
422,19.50元,[哥伦比亚] 加西亚·马尔克斯,没有人给他写信的上校,18192,2013-5,南海出版公司,8.5,B,B
423,25.00元,沧月,七夜雪,29323,2006-10,北京十月文艺出版社,8.4,B,B
424,7.40元,[德] 歌德,少年维特的烦恼,23612,1999-7,人民文学出版社,7.8,B,B
425,28.00元,郭敬明,幻城,97087,2003-1,春风文艺出版社,7.0,C,A
426,39.00元,莫言,生死疲劳,11142,2006-1-1,作家出版社,8.2,B,C
427,48.00,苏童,妻妾成群,160,2019-2-1,浙江人民出版社,9.1,A,E
428,24.80元,桐华,云中歌1,22207,2007-9,作家出版社,8.1,B,B
429,49.50,[日]东野圭吾,悲剧人偶,2182,2018-8-1,北京十月文艺出版社,7.0,C,D
430,22.00元,[日]吉本芭娜娜,厨房,14081,2009-10,上海译文出版社,8.1,B,B
431,21.00元,[英] 阿加莎·克里斯蒂,罗杰疑案,20981,2006-5,人民文学出版社,8.9,B,B
432,32,马伯庸,古董局中局 2,11221,2013-9-1,江苏文艺出版社,7.4,B,C
433,59.00元,(美)丹·西蒙斯,海伯利安,4046,2014-11,吉林出版集团有限责任公司,9.2,A,D
434,26.00,江南,上海堡垒,15892,2009-1,万卷出版公司,8.5,B,B
435,36.80,旧时绵绵,以他之姓,92,2018-9,江苏凤凰出版社,,,E
436,42.00元,[日] 东野圭吾,白金数据,5140,2018-1,北京联合出版公司,7.1,B,C
437,38.00元,[日]村上春树,挪威的森林,1480,2018-3,上海译文出版社,8.6,B,E
438,43,刘洋,火星孤儿,396,2018-12,人民文学出版社,7.8,B,E
439,45,[日]东野圭吾,放学后,3119,2017-9,南海出版公司,7.5,B,D
440,25.00,（丹麦）安徒生,安徒生童话故事集,52747,1997-08,人民文学出版社,9.2,A,A
441,39.50元,[日] 村上春树,1Q84 BOOK 3,40201,2011-1,南海出版公司,7.6,B,A
442,54.00元,紫金陈,坏小孩,7402,2014-9-1,浦睿文化·湖南文艺出版社,7.9,B,C
443,26.80,唐七公子,三生三世 十里桃花,74314,2009-1,沈阳出版社,7.9,B,A
444,13.00元,林海音,城南旧事,9645,2008-5,人民文学出版社,9.1,A,C
445,25.00元,天下霸唱,鬼吹灯之龙岭迷窟,27800,2006-11,安徽文艺出版社,7.8,B,B
446,110.00元,[法] 雨果,悲惨世界,1341,2015-6,人民文学出版社,9.6,A,E
447,28.00元,(英)阿加莎·克里斯蒂,ABC谋杀案,6421,2013-6,新星出版社,8.3,B,C
448,48.00,[日] 恒川光太郎,金色机械,176,2019-2,化学工业出版社,7.7,B,E
449,78.00元,[美] 内森·希尔、Nathan Hill,水妖,154,2019-1,理想国丨九州出版社,8.7,B,E
450,27.00元,莫言,檀香刑,15776,2001-3,作家出版社,8.2,B,B
451,22.00元,[英]弗吉尼亚·伍尔夫,到灯塔去,5321,2009-1-1,上海译文出版社,8.6,B,C
452,36.00元,（美）欧文 D.亚隆（Irvin D.Yalom）,当尼采哭泣,3955,2011-1,机械工业出版社,8.8,B,D
453,49.90元,冶文彪,清明上河图密码,10782,2015-1-1,北京联合出版公司,8.2,B,C
454,27.00元,[日] 村上春树,海边的卡夫卡,25411,2007-7,上海译文出版社,8.5,B,B
455,20.00元,[意大利] 伊塔洛•卡尔维诺,分成两半的子爵,8179,2012-4-1,译林出版社,8.7,B,C
456,10.30,[日]夏目漱石,我是猫,13238,1994-5-1,译林出版社,7.9,B,B
457,29.90元,[美] 奥德丽·尼芬格,时间旅行者的妻子,38198,2007-4,人民文学出版社,8.1,B,A
458,36.00元,[土耳其] 奥尔罕·帕慕克,纯真博物馆,8135,2010-1,上海人民出版社,8.0,B,C
459,25.00元,[日] 村上春树,舞！舞！舞！,24135,2002-6,上海译文出版社,8.3,B,B
460,39.50元,东野圭吾,时生,7686,2015-7-1,南海出版公司,7.6,B,C
461,11.00,萧红,生死场,9577,2005-5-1,人民文学出版社,8.2,B,C
462,26.00元,[挪] 乔斯坦·贾德,苏菲的世界,28263,2007-10,作家出版社,8.8,B,B
463,29.00,九夜茴,匆匆那年（上下）,33318,2008-1,东方出版社,8.3,B,A
464,26.00元,[英] 道格拉斯·亚当斯,银河系搭车客指南,11384,2011-7,上海译文出版社,8.7,B,C
465,48.00元,[日]小川糸,闪闪发光的人生,684,2019-1-31,湖南文艺出版社,8.0,B,E
466,45.00元,[德] 埃里希·玛丽亚·雷马克,西线无战事,772,2017-6,上海人民出版社,9.0,B,E
467,30.00元,王小波,绿毛水怪,10497,2009-1,时代文艺出版社,9.0,B,C
468,32.00元,[美] 威廉·吉布森,神经漫游者,4903,2013-6,江苏文艺出版社,8.1,B,D
469,29.00元,[美] 约翰·斯坦贝克（John Steinbeck）,人鼠之间,3117,2016-1-1,上海文艺出版社,9.1,A,D
470,20.00元,韩寒,长安乱,78701,2004-8,中国青年出版社,7.4,B,A
471,58,八月长安,暗恋·橘生淮南,10961,2014-7-25,湖南文艺出版社,7.9,B,C
472,23.00元,王小波,黄金时代,35692,2009-07-01,陕西师范大学出版社,8.9,B,A
473,39.50元,东野圭吾,麒麟之翼,3375,2015-7,南海出版公司,7.8,B,D
474,36.00元,[日]东野圭吾,梦幻花,12032,2015-2,作家出版社,6.6,C,B
475,32.00元,[法]加缪,局外人,3753,2016-7,天津人民出版社,8.8,B,D
476,38.00元,袁哲生,寂寞的游戏,2611,2017-9,北京联合出版公司,8.4,B,D
477,22.00元,[意] 伊塔洛·卡尔维诺,不存在的骑士,6692,2012-4,译林出版社,8.8,B,C
478,22.00元,[俄] 陀思妥耶夫斯基,罪与罚,10859,2003-8,人民文学出版社,8.8,B,C
479,38.00元,[美] 雷·布拉德伯里,写作的禅机,255,2019-2,后浪丨江西人民出版社,8.1,B,E
480,86,八月长安,你好，旧时光,4856,2015-10,长江文艺出版社,8.5,B,D
481,49,[加拿大] 阿利斯泰尔·麦克劳德,海风中失落的血色馈赠,187,2019-1,人民文学出版社,9.2,A,E
482,68,[西] 塞万提斯,堂吉诃德,739,2015-6,人民文学出版社,9.0,B,E
483,29.80元,江南,龙族Ⅲ,9361,2013-1,长江出版社,7.8,B,C
484,23.80元,（日）太宰治,斜阳,7642,2008-10,重庆出版社,8.6,B,C
485,42元,[意]马西米利亚诺·威尔吉利奥,那不勒斯的萤火,1582,2018-5,百花洲文艺出版社,7.2,B,E
486,90.00元,[美] 玛丽莲·弗伦奇,醒来的女性,2560,2017-7,未读·文艺家·北京联合出版公司,8.8,B,D
487,22.80元,笛安,西决,52309,2009-3,长江文艺出版社,7.9,B,A
488,22.00元,[英]乔治·奥威尔,动物农场,6886,2010.9,上海译文出版社,9.3,A,C
489,79.80元,墨宝非宝,十二年故人戏,619,2019-3,江苏凤凰文艺出版社,9.1,A,E
490,36.80元,[日] 凑佳苗,告白,5071,2016-4,湖南文艺出版社,8.8,B,C
491,128元,[美] 丹·西蒙斯,谋杀狄更斯,69,2019-4,上海文艺出版社,8.0,B,E
492,28.00元,天下霸唱,鬼吹灯之昆仑神宫,24221,2006-12,安徽文艺出版社,7.9,B,B
493,12.50,贾平凹,废都,15214,1993,北京出版社,7.1,B,B
494,29.90元,[日]太宰治,人间失格,4610,2013-4,天津人民出版社,8.4,B,D
495,39,[奥地利]罗伯特•泽塔勒,大雪将至,1246,2018-6,南海出版公司,8.3,B,E
496,45.00元,【英】奥尔德斯·赫胥黎,美丽新世界,2194,2017-6,上海译文出版社,9.1,A,D
497,13.00元,余华,活着,83371,2004-5,上海文艺出版社,9.1,A,A
498,32.00元,马伯庸,古董局中局 3,9813,2014-12,北京联合出版公司,7.7,B,C
499,25.00元,[捷克] 米兰·昆德拉,生活在别处,27032,2004-5,上海译文出版社,8.4,B,B
500,48.00元,[越]保宁,战争哀歌,185,2019-4,湖南文艺出版社,7.8,B,E
501,36.00,钱锺书,围城,1319,2017-6,人民文学出版社,9.4,A,E
502,59.00元,[美] R.J.帕拉西奥,奇迹男孩,3362,2018-1,人民文学出版社,8.8,B,D
503,18.00元,阿耐,食荤者,1138,2004-7,上海人民出版社,8.1,B,E
504,39.00元,[英] 石黑一雄,被掩埋的巨人,4393,2016-1-1,上海译文出版社,7.8,B,D
505,19.80元,（英）艾利克斯・希尔,天蓝色的彼岸,13155,2003-12,新世界出版社,8.5,B,B
506,22.00元,斯蒂芬·茨威格,一个陌生女人的来信,1731,2017-9,时代文艺出版社,8.9,B,E
507,39.8,[美]哈珀·李,杀死一只知更鸟,563,2018-5,译林出版社,9.5,A,E
508,20.00元,[法] 阿尔贝·加缪,鼠疫,7059,2003-05,译林出版社,8.5,B,C
509,26.00元,蜘蛛,十宗罪,10451,2010-12,湖南文艺出版社,6.7,C,C
510,168.00 元,[美] J.J.艾布拉姆斯、[美] 道格·道斯特,S.,5033,2016-6-6,中信出版集团,7.8,B,D
511,22.00元,[巴西] 保罗·柯艾略,维罗妮卡决定去死,8874,2010-8,南海出版公司,8.2,B,C
512,29.00元,巴金,家,17752,1981-09-01,人民文学出版社,8.2,B,B
513,34.80元,夏夜微凉,丝丝入口,111,2018-8,江苏凤凰文艺出版社,,,E
514,32.00元,江南,龙族Ⅳ,7988,2015-12,长江出版社,7.1,B,C
515,13.0,罗贯中,三国演义,8833,1986-6-1,岳麓书社,9.4,A,C
516,39.80元,[日] 东野圭吾,拉普拉斯的魔女,11464,2017-1,北京联合出版公司,6.8,C,B
517,45.00元,[智利] 罗贝托·波拉尼奥,地球上最后的夜晚,5250,2013-4-1,上海人民出版社,8.3,B,C
518,19.80元,王小波,万寿寺,6945,2006-3,北方文艺出版社,8.6,B,C
519,CNY 78.00,陀思妥耶夫斯基 (Ф.М.Достоевский),卡拉马佐夫兄弟,1884,2015-2-1,上海译文出版社,9.7,A,E
520,92.00,马伯庸,七侯笔录,138,2019-4-15,湖南文艺出版社,7.5,B,E
521,39.50,[日] 川端康成,古都,4197,2014-1,南海出版公司,8.7,B,D
522,55.00,雨楼清歌,一瓣河川,552,2018-5-1,青马文化  新星出版社,8.6,B,E
523,68.00元,[美] H.P.洛夫克拉夫特,克苏鲁神话,4398,2016-11-1,浙江文艺出版社,7.6,B,D
524,21.45元,[德国]格林兄弟,格林童话全集,42973,1994-11,人民文学出版社,9.0,B,A
525,29.80元,安德烈·艾席蒙,请以你的名字呼唤我,8080,2012-8,中国友谊出版公司,8.6,B,C
526,25.00,(美)威廉﹒福克纳,喧哗与骚动,4087,2004-08,上海译文出版社,8.8,B,D
527,27.00元,王小波,沉默的大多数,66218,1997-10,中国青年出版社,9.1,A,A
528,34,(法)阿尔贝·加缪,鼠疫,4400,2013-8,上海译文出版社,9.0,B,D
529,28.00元,贝蒂·史密斯（Betty Smith),布鲁克林有棵树,7526,2009-7,译林出版社,8.7,B,C
530,23.00元,[英] 乔治·奥威尔,一九八四·动物农场,29719,2003-4,上海译文出版社,9.3,A,B
531,36.00元,[美]克莉丝汀·汉娜,萤火虫小巷,6499,2015-11-1,百花洲文艺出版社,8.1,B,C
532,49,[美]保罗·鲍尔斯,遮蔽的天空,2771,2018-9-5,江苏凤凰文艺出版社,7.9,B,D
533,160.00元,[法] 马塞尔·普鲁斯特 原著、斯泰凡·厄埃 绘,追寻逝去的时光·第一卷：去斯万家那边,1186,2018-1,后浪丨湖南美术出版社,9.3,A,E
534,30.00,侧侧轻寒,簪中录,7685,2015-1-1,江苏凤凰文艺出版社,7.9,B,C
535,32.00元,twentine,那个不为人知的故事,7547,2015-12,江苏文艺出版社,8.6,B,C
536,28.00,张爱玲,小团圆,44394,2009-4,北京十月文艺出版社,7.6,B,A
537,49.00元,[土耳其] 奥尔罕·帕慕克,我脑袋里的怪东西,3604,2016-2,上海人民出版社,8.6,B,D
538,26.00元,[美] 丹·布朗,达·芬奇密码,16748,2009-4,人民文学出版社,8.6,B,B
539,36.80元,狄戈,亿万斯年,811,2018-6,湖南文艺出版社,7.2,B,E
540,28.00元,[英] 阿瑟·克拉克,神的九十亿个名字,3899,2013-3,江苏文艺出版社,8.4,B,D
541,29.00元,迟子建,额尔古纳河右岸,9468,2005-12-1,北京十月文艺出版社,9.0,B,C
542,48.00,白先勇,台北人,4201,2015-1,广西师范大学出版社,9.1,A,D
543,46.8,[荷]荷曼·柯赫(Herman Koch),夏日尽处,96,2019-2,湖南文艺出版社,7.8,B,E
544,28.00元,[英] 詹姆斯·伍德,小说机杼,1223,2015-8-1,河南大学出版社,9.1,A,E
545,25.00元,顾漫,何以笙箫默,16507,2011-1,沈阳出版社,7.7,B,B
546,28.00元,(美)菲利普·迪克,仿生人会梦见电子羊吗？,5688,2013-9,译林出版社,8.7,B,C
547,22.00元,[英] 伊恩·麦克尤恩,最初的爱情 最后的仪式,29171,2010-2,南京大学出版社,8.0,B,B
548,28.00,钱钟书,围城,9130,2013-6,人民文学出版社,9.2,A,C
549,98.00元,[智利] 罗贝托·波拉尼奥,2666,3046,2012-1-1,上海人民出版社,8.7,B,D
550,96.00元,金庸,鹿鼎记,10084,1994-5,生活·读书·新知三联书店,9.0,B,C
551,28.80,当年明月,明朝那些事儿（伍）,33474,2008-3,中国友谊出版公司,8.8,B,A
552,32.00元,刘慈欣,2018,4020,2014-12-1,江苏凤凰文艺出版社,8.1,B,D
553,45.00,马曳,三万英尺,1440,2018-3-10,中信出版集团,8.3,B,E
554,39.00元,王小波,绿毛水怪,2033,2018-5-1,北京十月文艺出版社,9.0,B,D
555,29.80元,赵乾乾,致我们暖暖的小时光,1322,2017-4,江苏凤凰文艺出版社,6.0,C,E
556,34.80元,月下魂销,沫许辰光2,151,2018-4,江苏凤凰文艺出版社,8.5,B,E
557,45.00元,[日] 东野圭吾,圣女的救济,6759,2017-1-1,南海出版公司,7.7,B,C
