,Price,author,bookName,peapleNum,pubTime,publishing,score,level,hotlevel
558,28.00元,[日] 东野圭吾,单恋,19960,2010-10,南海出版公司,7.6,B,B
559,24.80,当年明月,明朝那些事儿（叁）,40168,2007-4,中国友谊出版公司,8.9,B,A
560,24.50元,[美国] 桑德拉·希斯内罗丝,芒果街上的小屋,46596,2006-6,译林出版社,7.8,B,A
561,32.00元,白先勇,纽约客,10953,2010-10,广西师范大学出版社,8.6,B,C
562,29.50,[日] 川端康成,千只鹤,6893,2013-9-15,南海出版公司,8.2,B,C
563,CNY 28.00,V.S.奈保尔 (V.S.Naipaul),米格尔街,5633,2013-7,南海出版公司,8.5,B,C
564,39.00元,[挪威] 尤·奈斯博,雪人,13901,2016-4,湖南文艺出版社,8.1,B,B
565,58.00元,[英] 格雷厄姆·格林,恋情的终结,7849,2017-4,江苏凤凰文艺出版社,8.0,B,C
566,26.00元,[阿根廷] 博尔赫斯,博尔赫斯小说集,8416,2005-12,浙江文艺出版社,9.2,A,C
567,USD 14.95,David Nicholls,One Day,2216,2011-5-24,Vintage,8.6,B,D
568,58.00元,[英]拉德克利夫·霍尔,寂寞之井,74,2019-3,四川文艺出版社,8.3,B,E
569,NTD310元,趙南柱,82年生的金智英,536,2018-5-3,漫遊者文化,8.5,B,E
570,26.00元,[意] 保罗·乔尔达诺,质数的孤独,17213,2011-3,上海译文出版社,8.0,B,B
571,23.00元,[奥] 斯台芬·茨威格,象棋的故事,6639,2007-7,上海译文出版社,9.0,B,C
572,7.80元,[美国] J. D. 塞林格,麦田里的守望者,57341,1997-2,译林出版社,7.9,B,A
573,76.80,金庸,倚天屠龙记,15054,1994年5月,生活·读书·新知三联书店,8.7,B,B
574,39,渡边淳一,情人,7577,2015-11-1,青岛出版社,7.3,B,C
575,26.00元,斯蒂芬•茨威格,一个陌生女人的来信,2398,2012-4-1,"时代出版传媒股份有限公司,安徽教育出版社",9.0,B,D
576,26.80元,原城,良辰多喜欢2,987,2015-9,江苏凤凰文艺出版社,6.8,C,E
577,99.00元,路遥,平凡的世界,12385,2013-5,北京十月文艺出版社,9.1,A,B
578,0.37元,鲁迅,彷徨,14965,1973年3月,人民文学出版社,8.9,B,B
579,28,王占黑,空响炮,852,2018-3,上海文艺出版社,8.0,B,E
580,35.00元,priest,有匪1,6826,2016-11,湖南文艺出版社,8.9,B,C
581,29.80元,法医秦明,尸语者,9214,2012-10,湖南文艺出版社,7.2,B,C
582,118.00元,[俄罗斯] 瓦西里·格罗斯曼,生活与命运,1187,2015-8-20,广西师范大学出版社,9.3,A,E
583,26.80元,天下霸唱,鬼吹灯Ⅱ之一·黄皮子坟,16868,2007-7,安徽文艺出版社,7.7,B,B
584,26.00元,[爱尔兰] 詹姆斯·乔伊斯,都柏林人,4316,2010-9,上海译文出版社,8.6,B,D
585,25.00元,[日] 芥川龙之介,罗生门,7902,2010-9,上海译文出版社,8.8,B,C
586,136.00元,刘天昭,无中生有,400,2018-10,理想国 | 上海三联书店,8.5,B,E
587,36.00元,杨绛,洗澡,2705,2004-1,人民文学出版社,8.4,B,D
588,19.90元,[俄]列夫·托尔斯泰,复活,17493,1979年03月,人民文学出版社,8.1,B,B
589,168.00,阿耐,大江东去,2828,2014-7-15,北京联合出版公司,9.0,B,D
590,25.00元,辛夷坞,致我们终将逝去的青春,86343,2007-8,朝华出版社,7.8,B,A
591,49.80元,书海沧生,昭奚旧草,5022,2015-4,百花洲文艺出版社,7.9,B,D
592,28.00元,（日）东野圭吾,流星之绊,29109,2010-3,南海出版公司,7.7,B,B
593,12.00元,[美] 弗·司各特·菲茨杰拉德,了不起的盖茨比,15110,2006-8,上海译文出版社,8.4,B,B
594,28.00元,[英] 石黑一雄,浮世画家,4329,2011-5-1,上海译文出版社,7.7,B,D
595,42.00元,蔡必贵,烧烤怪谈,251,2019-3,江苏凤凰文艺出版社,6.4,C,E
596,2.20元,[捷] 米兰·昆德拉,生命中不能承受之轻,9027,1987-9,作家出版社,8.7,B,C
597,28,刘慈欣,超新星纪元,9064,2009,重庆出版社,7.5,B,C
598,36.00元,Twentine,打火机与公主裙·荒草园,4281,2017-3,青岛出版社,8.4,B,D
599,32.80元,村井贞之,夏目友人帐,2224,2016-9-1,百花洲文艺出版社,7.4,B,D
600,695.00元,天蚕土豆,斗破苍穹,3042,2010-7,湖北少儿出版社,6.3,C,D
601,45.00,[美]库尔特·冯内古特,五号屠场,428,2018-7,译林出版社,8.9,B,E
602,18.00元,曹文轩,青铜葵花,4971,2005-4,江苏少年儿童出版社,8.7,B,D
603,13.00元,[日] 村上春树,东京奇谭集,17975,2006-7,上海译文出版社,8.0,B,B
604,29.00元,[土耳其] 奥尔罕·帕慕克,我的名字叫红,23826,2006-8,上海人民出版社,7.9,B,B
605,25.00元,史铁生,我与地坛,32176,2002-5,春风文艺出版社,9.0,B,A
606,198.00,[美]H.P.洛夫克拉夫特、[英]莱斯·爱德华兹（绘）,死灵之书,845,2018-7,北京时代华文书局,8.4,B,E
607,,淮上,破云,566,,,8.3,B,E
608,39.8,里灰,你是这世界，写给我的情书,114,2018-9-1,湖南文艺出版社,8.4,B,E
609,38.00元,阿来,尘埃落定,1924,2013-4,人民文学出版社,8.8,B,E
610,42.00元,[日] 是枝裕和,比海更深,2490,2018-4,北京联合出版公司,8.2,B,D
611,20.00元,毕飞宇,推拿,6665,2008-9,人民文学出版社,8.1,B,C
612,49.00元,紫金陈,无证之罪,7779,2018-6,湖南人民出版社,7.3,B,C
613,39.80元,[日]东野圭吾,假面饭店,5604,2016-8,南海出版公司,7.1,B,C
614,59.00元,[美] 丹·布朗,本源,3084,2018-5,99读书人|人民文学出版社,7.0,C,D
615,22.00元,七堇年,大地之灯,34136,2007-1,长江文艺出版社,8.2,B,A
616,68.00元,[俄] 列夫·托尔斯泰,战争与和平（全四册）,3496,2007-8-1,上海文艺出版社,9.3,A,D
617,35.00元,[英]毛姆,月亮与六便士,3398,2016-4,南海出版公司,8.9,B,D
618,49.00元,[英] 石黑一雄,莫失莫忘,934,2018-6,上海译文出版社,8.7,B,E
619,25.00元,〔日〕东野圭吾,从前我死去的家,9625,2013-7-1,南海出版公司,7.6,B,C
620,39.80元,霍达,穆斯林的葬礼,2806,2012-12,北京十月文艺出版社,8.1,B,D
621,22.00元,罗广斌、杨益言,红岩,4693,2000-07,中国青年出版社,7.6,B,D
622,49.8,盖尔·霍尼曼,艾莉诺好极了,542,2018-10,未读·文艺家·北京联合出版社公司,8.4,B,E
623,88.00元,曹雪芹,红楼梦,1329,2016-11-1,三秦出版社,9.7,A,E
624,5.70元,（清）沈复,浮生六记,29717,1999-1,人民文学出版社,8.9,B,B
625,32.00元,[英]阿瑟·克拉克（Arthur C. Clarke）,2001：太空漫游,2090,2014-5-1,上海人民出版社,9.3,A,D
626,32.00元,[英] 玛琳娜·柳薇卡,乌克兰拖拉机简史,5839,2011-12,吉林出版集团,7.6,B,C
627,29.00元,米兰·昆德拉,不能承受的生命之轻,23287,2010-8,上海译文出版社,8.8,B,B
628,98.00元,安·兰德,阿特拉斯耸耸肩（上下）,3564,2007-10,重庆出版社,8.6,B,D
629,45.00,[美] 雷·布拉德伯里,华氏451,2072,2017-7,上海译文出版社,8.4,B,D
630,25.00元,路遥,人生,4478,2012-3-1,北京十月文艺出版社,8.6,B,D
631,48.00元,[法] 莱蒂西娅·科隆巴尼,辫子,81,2019-2,人民文学出版社,8.5,B,E
632,65,[英] 萨拉·沃特斯,指匠,1964,2017-9,上海人民出版社,8.9,B,D
633,76.80元,金庸,射雕英雄传,15884,1994年5月,生活·读书·新知三联书店,9.0,B,B
634,7.00元,[英] 莎士比亚,哈姆莱特,23837,2001-1,人民文学出版社,8.5,B,B
635,10.80元,[苏] 高尔基,童年,12146,2002-01,人民文学出版社,7.7,B,B
636,22.00,[阿根廷] 胡里奥·科塔萨尔,万火归一,4284,2009-6,人民文学出版社,8.7,B,D
637,29.80元,江南,龙族Ⅲ,6071,2013-7,长江出版社,7.7,B,C
638,28.00元,天下霸唱,鬼吹灯Ⅱ之三·怒晴湘西,12768,2007-12,安徽文艺出版社,7.9,B,B
639,28,[英] 奥尔德斯·赫胥黎,美丽新世界,1902,2017-1-31,上海译文出版社,9.1,A,E
640,18.00,刘震云,一地鸡毛,9682,2004-03,长江文艺出版社,8.1,B,C
641,42.00,阎连科,速求共眠,312,2019-1,理想国丨百花洲文艺出版社,7.3,B,E
642,36.00,李诞,宇宙超度指南,6682,2017-11-1,四川文艺出版社,6.9,C,C
643,15.00元,[加] 露西·莫德·蒙哥玛利,绿山墙的安妮,6136,2003-01,浙江文艺出版社,9.1,A,C
644,59.00元,[美] 芭芭拉·金索沃,毒木圣经,2679,2017-3,南海出版公司,8.6,B,D
645,37.00元,米兰·昆德拉,不能承受的生命之轻,7053,2011-7-30,上海译文出版社,8.9,B,C
646,11.00元,[美] 梭罗,瓦尔登湖,35370,2006-8,上海译文出版社,8.4,B,A
647,13.00元,[英] 威廉·戈尔丁,蝇王,7849,2006-8,上海译文出版社,8.3,B,C
648,18.00元,王小波、李银河,爱你就像爱生命,56835,2008-5,上海锦绣文章出版社,8.8,B,A
649,30.00元,[美]赫尔曼·麦尔维尔,白鲸,2233,2007-7,上海译文出版社,8.1,B,D
650,32.00元,唐七公子,三生三世 枕上书,19077,2012-6-1,湖南文艺出版社,7.6,B,B
651,2019-3-1,[美]冯达·N.麦金泰尔,太阳王与海妖,176,天地出版社,王金,8.5,B,E
652,45.00元,[日] 东野圭吾,危险的维纳斯,1871,2019-1,北京联合出版公司,6.1,C,E
653,35.00,[哥伦比亚] 加西亚·马尔克斯,爱情和其他魔鬼,5563,2016-1,南海出版公司,8.7,B,C
654,15.00,（美）路易莎・梅・奥尔科特,小妇人,12888,2004-01,译林出版社,8.4,B,B
655,36.00元,[美国] 罗伯特·麦卡蒙,奇风岁月,4984,2011-5,译林出版社,8.8,B,D
656,20.00元,刘慈欣,带上她的眼睛,6991,2004-10,上海科学普及出版社,8.6,B,C
657,48,【美】玛利亚・森普尔,今天将会不一样,39,2019-4-5,中国友谊出版社,7.4,B,E
658,26.80元,南派三叔,盗墓笔记3,34388,2007-11,中国友谊出版公司,8.4,B,A
659,89.00元,紫式部,源氏物语（全四册）,2990,2011-7,译林出版社,8.4,B,D
660,364.00元,唐家三少,斗罗大陆（全14卷）,9134,2009-7,太白文艺出版社,7.2,B,C
661,89,白丁,云球（第一部）,365,2019-1,四川科学技术出版社,7.3,B,E
662,29.80元,郭敬明,小时代1.0折纸时代,65717,2008-10,长江文艺出版社,6.5,C,A
663,39.50元,[美] 雷蒙德·钱德勒,漫长的告别,5452,2013-7,南海出版公司,8.3,B,C
664,23.8,刘慈欣,朝闻道,1379,2018-1,江苏凤凰文艺出版社,8.6,B,E
665,49.00,笛安,景恒街,1993,2019-1,北京十月文艺出版社,5.9,C,D
666,88.00,[日] 贵志祐介,来自新世界 （上下）,5383,2014-4,上海译文出版社,9.1,A,C
667,68.00元,[阿根廷] 胡利奥·科塔萨尔,南方高速,2247,2017-9,南海出版公司,8.9,B,D
668,29.90元,[西] 卡洛斯·鲁依斯·萨丰,风之影,9475,2006-10,人民文学出版社,8.6,B,C
669,169.00元,[英] J.R.R.托尔金,魔戒,2588,2013-9,上海人民出版社,9.5,A,D
670,22.00元,(捷克) 赫拉巴尔,过于喧嚣的孤独,8753,2011-10,北京十月文艺出版社,8.8,B,C
671,68.00元,[美] 弗兰克·赫伯特,沙丘,5279,2017-2-1,江苏凤凰文艺出版社,7.8,B,C
672,48.00元,[英] 威廉·萨默塞特·毛姆,月亮和六便士,7656,2016-1-20,天津人民出版社,8.7,B,C
673,25.00元,电线,香蜜沉沉烬如霜,14072,2009-7,江苏文艺出版社,7.5,B,B
674,48.00元,七名,天涯双探,1275,2019-1,上海文艺出版社,7.1,B,E
675,18.80元,[日] 村上春树,寻羊冒险记,22023,2001-8,上海译文出版社,8.1,B,B
676,18.00元,[俄] 尤金·扎米亚金,我们,5132,2005-10,江苏人民出版社,7.9,B,C
677,20.00,吴敬梓,儒林外史,5011,2002-1-1,人民文学出版社,8.3,B,D
678,19.90元,韩寒,一座城池,56196,2006-1,二十一世纪出版社,7.4,B,A
679,23.80元,玄色,哑舍,5156,2011-4,长江出版社,7.4,B,C
680,20.00元,[法]福楼拜,包法利夫人,1943,2011-5-1,上海译文出版社,8.9,B,D
681,80.00元,（英）阿瑟・柯南道尔,福尔摩斯探案全集,4430,2003-1,中国电影出版社,9.4,A,D
682,28.00元,[美] 杰夫·范德米尔,遗落的南境1：湮灭,4718,2015-12,天地出版社,7.5,B,D
683,45.00,[美] 厄休拉·勒古恩,黑暗的左手,1191,2017-12,北京联合出版公司,8.4,B,E
684,29.50元,李碧华,霸王别姬,5689,2013-10,新星出版社,9.1,A,C
685,99.00,(美)安·兰德,源泉,2744,2013-6-1,重庆出版社,9.1,A,D
686,25.00元,加西亚·马尔克斯,苦妓回忆录,7927,2015-3-1,南海出版公司,7.8,B,C
687,32.80元,原城大总裁,余生多关照,469,2017-4,百花洲文艺出版社,5.2,C,E
688,5.60,(法)巴尔扎克,高老头,11313,1989-09-01,人民文学出版社,8.0,B,C
689,11.00元,[英] 奥斯丁,傲慢与偏见,29161,1996-12,上海译文出版社,9.0,B,B
690,18.00,（英）乔治·奥威尔,动物庄园,20277,2000-08,上海人民出版社,9.1,A,B
691,35.00,[匈] 马洛伊·山多尔,烛烬,3759,2015-11,译林出版社,8.6,B,D
692,25.00元,[法]杜拉斯,情人,9257,2009-8-1,上海译文出版社,7.8,B,C
693,28.00元,[日] 东野圭吾,谁杀了她,9628,2012-10,南海出版公司,7.5,B,C
694,28.80,当年明月,明朝那些事儿（陆）,28253,2008-11,中国海关出版社,8.8,B,B
695,49.80元,[美] 安·兰德,源泉,6118,2005-11,重庆出版社,9.0,B,C
696,32.00元,[日] 东野圭吾,湖畔,7753,2016-1,化学工业出版社,7.3,B,C
697,35.00元,[哥伦比亚] 加西亚·马尔克斯,世上最美的溺水者,6118,2015-11-1,南海出版公司,8.8,B,C
698,59.00,[日]村上春树,海边的卡夫卡,507,2018-8,上海译文出版社,8.0,B,E
699,19.80元,茅盾,子夜,4209,2002-1,人民文学出版社,7.2,B,D
700,16.00元,幾米,向左走·向右走,87128,2002-8,生活·读书·新知三联书店,8.4,B,A
701,26.00元,张北海,侠隐,6827,2007-5-1,世纪文景,7.9,B,C
702,78.00,[法] 大仲马,基督山伯爵（上下）,3048,2013-9,译林出版社,9.2,A,D
703,26.00元,李可,杜拉拉升职记,91343,2007-9,陕西师范大学出版社,7.8,B,A
704,35.00,麦家,解密,1816,2014-4-1,北京十月文艺出版社,7.8,B,E
705,49.8元,[英] 乔乔·莫伊斯（Jojo Moyes）,遇见你之前,321,2019-1-1,广西科学技术出版社,8.6,B,E
706,49.00,[美]约翰·迪克森·卡尔,三口棺材,253,2019-3,新星出版社,8.3,B,E
707,25.00元,严歌苓,第九个寡妇,11653,2006-3,作家出版社,8.6,B,B
708,36元,苏清绾,有鹤鸣夏3,101,2018-6,江苏凤凰文艺出版社,,,E
709,CNY 35.00,郝景芳,孤独深处,9025,2016-8-1,江苏凤凰文艺出版社,6.4,C,C
710,11.00元,斯威夫特,格列佛游记,4301,2006-8,上海译文出版社,7.8,B,D
711,49.80,石一枫,她和她妈的斗争史,492,2019-3-1,百花洲文艺出版社,6.6,C,E
712,18.00,[墨西哥]胡安·鲁尔福,佩德罗·巴拉莫,2459,2007-10,译林出版社,8.9,B,D
713,45.00,[日]西川美和,摇摆,67,2019-3,北京十月文艺出版社,8.6,B,E
714,13.00元,严歌苓,扶桑,7030,1998-10-1,春风文艺出版社,8.1,B,C
715,25.00元,老舍,骆驼祥子,4424,2010-3-1,南海出版公司,9.0,B,D
716,16.00元,[英] 道格拉斯·亚当斯,银河系漫游指南,15801,2005-6,四川科学技术出版社,8.8,B,B
717,25.00元,辛夷坞,原来你还在这里,41671,2007-10,朝华出版社,7.6,B,A
718,30.00元,白先勇,一把青,880,2009-5,江苏文艺出版社,8.7,B,E
719,20.00元,明晓溪,会有天使替我爱你,46124,2005-5,新世界出版社,6.6,C,A
720,28.00元,[英] 阿瑟·克拉克,2001太空漫游,4842,2007-11,上海人民出版社,9.1,A,D
721,39.5,余华,第七天,851,2018-8,新星出版社,7.5,B,E
722,58.00元,[加拿大] 扬·马特尔,葡萄牙的高山,3808,2017-11-1,北京联合出版公司,8.5,B,D
723,42.80,文德琳·范·德拉安南,怦然心动,1516,2016-12-1,百花洲文艺出版社,9.3,A,E
724,24.80,当年明月,明朝那些事儿（肆）,36690,2007-9,中国友谊出版公司,8.8,B,A
725,39.80元,尾鱼,七根凶简,4213,2017-7,中国友谊出版公司,8.1,B,D
726,CNY 32.00,Priest,大哥,4283,2016-3-1,上海人民美术出版社,8.6,B,D
727,23.00元,郭敬明,幻城,20478,2008-4,长江文艺出版社,7.4,B,B
728,29.80元,沈从文,边城,8732,2008-07,北京十月文艺出版社,8.9,B,C
729,25.00元,杰克·伦敦,野性的呼唤,8635,2006-8,上海译文出版社,8.8,B,C
730,18.00元,[法] 安德烈·纪德,窄门,6048,2010-04,上海译文出版社,8.1,B,C
731,22.00元,[日]东野圭吾,变身,22599,2009-07-01,南海出版社,7.1,B,B
732,35.00元,[日] 东野圭吾,浪花少年侦探团,3118,2017-3,南海出版公司,6.9,C,D
733,65.00,[日] 谷崎润一郎,细雪,1006,2017-6,译林出版社,9.0,B,E
734,35,沈从文,边城,3427,2013-9-1,武汉出版社,8.6,B,D
735,78.00元,[美] 盖伊·特立斯,邻人之妻,2454,2018-7,上海人民出版社,8.3,B,D
736,34.00元,杨显惠,夹边沟记事,20160,2008-09,花城出版社,9.2,A,B
737,19.00元,[美] 米奇·阿尔博姆,相约星期二,20667,2007-7,上海译文出版社,8.4,B,B
738,19.50元,薄迦丘,十日谈,7612,1994-7-1,江苏译林,7.4,B,C
739,27.00元,莫言,蛙,15953,2009-12,上海文艺出版社,7.9,B,B
740,25.00元,(日)东野圭吾,红手指,13042,2011-10,南海出版公司,7.8,B,B
741,26.80元,刘慈欣,微纪元,3098,2010-4,沈阳出版社,8.4,B,D
742,46.00元,[俄] 列夫·托尔斯泰,伊凡·伊里奇之死,832,2017-10,东方出版社,9.1,A,E
743,15.80元,三毛,哭泣的骆驼,36167,2003-6,哈尔滨出版社,8.9,B,A
744,29.00元,[英]S.J.沃森,别相信任何人,21688,2011-10,中信出版社,6.8,C,B
745,88.00元,[俄] 托尔斯泰,战争与和平,535,2015-4,人民文学出版社,9.4,A,E
746,120.00元,[美]乔治·R.R.马丁,冰与火之歌·卷一·权力的游戏（全三册）,6407,2012-1-1,重庆出版社,9.4,A,C
747,18.60元,钱钟书,围城,26347,2002-5,生活·读书·新知三联书店,9.0,B,B
748,36.00元,[英] 威廉·萨默塞特·毛姆,毛姆短篇小说精选集,6686,2012-11,译林出版社,9.1,A,C
749,39.80,[英] 威廉·萨默塞特·毛姆,刀锋,2495,2016-12,猫头鹰文化·浙江文艺出版社,9.0,B,D
750,68.00元,[俄]陀思妥耶夫斯基,罪与罚,175,2019-2,浙江文艺出版社,9.5,A,E
751,42,程姬,像火焰像灰烬,188,2019-1,四川文艺出版社,8.5,B,E
752,NT330元,墨香銅臭,魔道祖師 二,1448,2016-12-8,平心工作室,8.2,B,E
753,35.00元,[日] 伊坂幸太郎,金色梦乡,15444,2010-9,译林出版社,9.0,B,B
754,48.00,[以色列] 阿摩司·奥兹,爱与黑暗的故事,1188,2014-3,译林出版社,9.0,B,E
755,49.80,[日]伊坂幸太郎,再见，黑鸟,509,2019-4,上海文化出版社,7.5,B,E
756,45.00元,葛亮,北鸢,8528,2016-10-1,人民文学出版社,7.9,B,C
757,29.80元,当年明月,明朝那些事儿（柒）,28081,2009-4,中国海关出版社,8.9,B,B
758,19.80,夏目漱石,心,6504,2005-05-01,青岛出版社,8.7,B,C
759,39.50,[哥伦比亚] 加西亚·马尔克斯,族长的秋天,3256,2014-6,南海出版公司,8.7,B,D
760,46.00,克莱儿·麦克福尔,摆渡人3无境之爱,153,2019-4-1,百花洲文艺出版社,5.8,C,E
761,36.00,[日] 京极夏彦,姑获鸟之夏,18363,2008-8,上海人民出版社,8.0,B,B
762,32.00元,[德]赫尔曼·黑塞,悉达多,3082,2017-1,天津人民出版社,9.3,A,D
763,36.00元,black.f,鸵鸟小姐与狐狸先生,1003,2018-11,浙江文艺出版社,8.4,B,E
764,32.80元,南派三叔,盗墓笔记4,31925,2008-11,中国友谊出版公司,8.4,B,A
765,96.00元,[俄] 亚历山大·索尔仁尼琴,古拉格群岛（上中下）,1647,1996-12,群众出版社,9.2,A,E
766,42.00元,[日] 宫部美雪( 宮部 みゆき),寂寞猎人,162,2019-2,百花洲文艺出版社,7.4,B,E
767,29.00元,[英]乔治·奥威尔,一九八四,11228,2009-7,上海译文出版社,9.4,A,C
768,20.00元,[俄]陀思妥耶夫斯基,白痴,4694,2006-8,上海译文出版社,8.9,B,D
769,49.00元,[美] 约翰·威廉斯,屠夫十字镇,1823,2016-7,上海人民出版社,8.4,B,E
770,39.00元,[土耳其] 奥尔罕·帕慕克,我的名字叫红,1486,2016-2,上海人民出版社,8.6,B,E
771,19.90元,今何在,悟空传,11234,2006-1,二十一世纪出版社,8.5,B,C
772,32.00元,弗朗西斯•司各特•菲兹杰拉德 (Francis Scott Fitzgerald),了不起的盖茨比,4555,2013-1,天津人民出版社,6.9,C,D
773,0.72元,老舍,离婚,2698,1981-9-1,人民文学出版社,9.0,B,D
774,60.00元,[美]本·布拉特,纳博科夫最喜欢的词,82,2019-4,低音·北京联合出版公司,7.8,B,E
775,35.00元,[日] 村上春树,没有女人的男人们,8565,2015-2,上海译文出版社,7.7,B,C
776,55.00,[日]  吉田修一,横道世之介,1588,2018-6,上海人民出版社,8.5,B,E
777,46.00元,[法]米兰·昆德拉,不能承受的生命之轻,2411,2014-6,上海译文出版社,9.1,A,D
778,59.00元,[法] 皮耶尔·勒迈特,必须找到阿历克斯,3050,2018-2-5,文汇出版社,7.5,B,D
779,CNY 39.50,东野圭吾,彷徨之刃,6657,2015-4-1,南海出版公司,7.9,B,C
780,45.00,丁墨,他来了，请闭眼,12274,2014-7-1,百花洲文艺出版社,7.1,B,B
781,45.00元,法医秦明,天谴者,1641,2018-11,江苏凤凰文艺出版社,7.2,B,E
782,36.00元,[爱尔兰] 凯特·汤普森,寻找时间的人,1537,2017-3,江苏凤凰文艺出版社,7.3,B,E
783,49.8,[美] 珍妮弗·伊根,时间里的痴人,37,2019-3,博集天卷 | 湖南文艺出版社,8.6,B,E
784,20.00元,[波] 斯坦尼斯拉夫·莱姆,索拉里斯星,1859,2005-10,商务印书馆,8.8,B,E
785,27.00元,余华,兄弟（下）,40630,2006-3,上海文艺出版社,7.4,B,A
786,60.00元,[波] 奥尔加·托卡尔丘克,白天的房子，夜晚的房子,1206,2017-12,四川人民出版社,8.5,B,E
787,42.00,刘同,我在未来等你,3132,2017-9,北京联合出版公司,7.0,C,D
788,88.00元,施耐庵、罗贯中,水浒传,1412,2009-06,中华书局,9.1,A,E
789,20.00元,李敖,北京法源寺,9119,2004-08,中国友谊出版社,8.4,B,C
790,89.90元,[美]约翰·欧文,苹果酒屋的规则,2185,2018-6,江苏凤凰文艺出版社,8.6,B,D
791,52.00,[美]加·泽文,太年轻,2559,2018-5,江苏凤凰文艺出版社,8.2,B,D
792,42,[意]普里莫·莱维,缓刑时刻,128,2019-1,中信出版集团,8.8,B,E
793,39.80,天下霸唱,鬼吹灯Ⅱ之四巫峡棺山,11909,2008-4,安徽文艺出版社,8.0,B,B
794,28,〔苏〕鲍里斯·帕斯捷尔纳克,日瓦戈医生,3328,2006-1-1,人民文学出版社,8.6,B,D
795,58.00元,未再,只为遇见你,47,2019-2,江苏凤凰文艺出版社,8.4,B,E
796,16.00,（英）阿兰·德波顿,爱情笔记,8927,2004-04-01,上海译文出版社,8.2,B,C
797,36,[英] D. H. 劳伦斯,查泰莱夫人的情人,1398,2014-6,译林出版社,8.4,B,E
798,45,[爱尔兰]利兹·纽金特 (Liz Nugent),只有他知道一切,289,2019-1,湖南文艺出版社,8.1,B,E
799,26.00元,（日）西泽保彦,死了七次的男人,5060,2011-9,新星出版社,8.1,B,C
800,59.00元,白先勇,孽子,2049,2014-11,广西师范大学出版社,9.0,B,D
801,,Priest,六爻,3264,1900,？,8.6,B,D
802,35.00元,[哥伦比亚] 加西亚·马尔克斯,梦中的欢快葬礼和十二个异乡故事,4383,2015-5-1,南海出版公司,8.7,B,D
803,29.50元,[日] 村上春树 著、[德] 卡特·曼施克 图,眠,13290,2013-4,南海出版公司,7.6,B,B
804,28.00元,(英)阿加莎·克里斯蒂,斯泰尔斯庄园奇案,3324,2013-3,新星出版社,7.8,B,D
805,39.00元,(美)丹·布朗,地狱,8142,2013-12,人民文学出版社,7.4,B,C
806,78.00元,米兰Lady,孤城闭,635,2018-5,江苏凤凰文艺出版社,8.9,B,E
807,25.00元,[澳] 马克斯·苏萨克,偷书贼,26165,2007-8,南海出版公司,8.0,B,B
808,58.00元,[美] 比尔·布龙,夜袭动物园,26,2019-3,未读·文艺家  北京联合出版公司,8.7,B,E
809,38.00,[美] 安迪·威尔,火星救援,10451,2015-10-1,译林出版社,8.9,B,C
810,8.80,巴尔扎克(法),欧也妮·葛朗台,28083,2000-5-1,人民文学出版社,7.8,B,B
811,76.00元,甘耀明,邦查女孩,443,2018-11,后浪丨文化发展出版社,9.3,A,E
812,36.00,[日] 大山诚一郎,密室收藏家,1377,2017-11,江苏凤凰文艺出版社,8.0,B,E
813,35.00元,桐华,长相思,8911,2013-2,湖南文艺出版社,8.1,B,C
814,59.00元,[德] 雷马克,爱与死的年代,24,2019-3,上海人民出版社,8.9,B,
815,JPY 616,西野花,陰獣たちの贄,107,2015-7-25,徳間書店,,,E
816,32.80元,南派三叔,盗墓笔记8·大结局（上）,18808,2011-12,上海文化出版社,8.0,B,B
817,60.00元,[奥] 卡夫卡,卡夫卡小说全集（全三册）,5225,2003-08,人民文学出版社,9.0,B,C
818,NTD 330,墨香銅臭,天官賜福 一,1485,2017-12,平心出版,7.3,B,E
819,28.00元,天下霸唱,鬼吹灯Ⅱ之二·南海归墟,13545,2007-10,安徽文艺出版社,7.6,B,B
820,24.80元,刘慈欣,中国太阳,1264,2014-1-1,辽宁少年儿童出版社,8.4,B,E
821,28.00元,[美]海明威,乞力马扎罗的雪,5407,2006-8,上海译文出版社,8.5,B,C
822,32.00元,叶广芩,采桑子,3728,2009-1,北京出版社,9.0,B,D
823,28.00元,三浦紫苑,编舟记,3956,2015-3,上海文艺出版社,8.5,B,D
824,92.00元,[法] 克里斯多夫·夏布特,树下长椅,151,2019-5,后浪丨湖南美术出版社,9.0,B,E
825,25.00元,阿城,阿城精选集,5205,2011-3,北京燕山出版社,9.1,A,C
826,158.00元,[英] 肯·福莱特,永恒火焰,264,2019-1,江苏凤凰文艺出版社,7.3,B,E
827,29.90元,阿耐,民企江湖,829,2013-4,河南文艺出版社,8.8,B,E
828,25.00,(日)夏目漱石,草枕,1733,2014-6,上海译文出版社,8.7,B,E
829,22.00元,[英] 安东尼·伯吉斯,发条橙,9158,2011-7,译林出版社,8.0,B,C
830,39.80元,东奔西顾,以你为名的小时光,117,2018-10,百花洲文艺出版社,7.6,B,E
831,21.00元,[美] 艾萨克·阿西莫夫,基地,12330,2005-1,天地出版社,9.2,A,B
832,34.80元,月下魂销,沫许辰光,108,2017-12,江苏凤凰文艺出版社,7.1,B,E
833,49.80元,有时右逝,吴承恩捉妖记 上,175,2019-2-28,北京联合出版公司,7.2,B,E
834,16.00元,李碧华,青蛇,13414,2005-1,天津人民出版社,8.4,B,B
